,sentiment,content
8953,neg,I wish I I moved San Diego WA I depressed I miss sunny San diego
8954,neutral,thanks reply Of course really e playful lain I googled found e playful location
8955,neutral,Fry bread good gave little pinch lettuce ha ha
8956,pos,amazing brand new PARI neb broke go figure weekend looks like wo getting another one next week sigh
8957,neutral,Getting ready school Class starts 10 Critique noon I painting Vermeer day though
8958,neg,Have walk school two welts thighs
8959,neg,school linda nothing miss
8960,neutral,I want ice cream
8961,neutral,Tired even though much today glad got catch second half cars game
8962,neg,Dont hate u take bite apple nasty im sad panda
8963,neg,Omg I want everybody Steam Friends list playing
8964,pos,chevre please follow chevre I using public tweeting Thanks
8965,neg,I catch Jonas Brothers Facebook Webcast It already ended I logged Facebook account
8966,neutral,Remeber blue dolphin I wore thinking Victoria day gift
8967,pos,hoping one day able go dates 26 year old boyfriend without parents
8968,neutral,call done finals tell YOU CAN DO IT
8969,neg,No internet last night ER brill massive e playful lotion end nearby gas works ER standby
8970,neg,computer please stop loud work
8971,pos,scrubs finale beautiful perfect ca believe gonna another season
8972,pos,I wish I see clips show hosted Hottie Shawn 80 yes still Hottie
8973,pos,I parked yet ticket
8974,pos,whats going tonight lets party
8975,neutral,morning time school happy time learn
8976,pos,amazing reply dream come true would reply
8977,neutral,thinks something okay goodluck ako
8978,neg,My brain hurts
8979,neutral,millsthemusical hope listened songs funny skeptical still heard ticks
8980,neg,Man I need make 35 loss I going hustle weekend AKA going nice relaxing weekend
8981,neutral,bus stalking right soo wish still meeting today
8982,neg,Oh I went friend myth last night ran tarsiers pins So sad He really cute
8983,neutral,laughing loud Too true
8984,neg,hates broken promises
8985,neg,Is bad night work
8986,neutral,Erm oval video twitter iz sweetie ne radio Ni ta od microcastinga
8987,pos,washer se chingo ha ha I busting grandma lucia way back early 90 lol
8988,neg,Has much blog time
8989,neg,I wish I able talk
8990,neg,Sad duck day
8991,neg,gonna go home TRY take nap I emotionally exhausted I 3
8992,neutral,New pollster data party identification United States Democratic 36 7 drunk Independent 33 5 drunk Republican 26 4 drunk OUCH
8993,neutral,sorry hear news
8994,pos,im sure today maybe tomorrow
8995,neutral,alright babes boo im gonna leave again
8996,neg,loves florida misses american friends
8997,neutral,Def I even feel like without pic next tweet
8998,neutral,I right girl
8999,neg,MAD AS HELL SOMEONE STOLE MY PINK BLACK leopard PRINT PUMPS I WANTED TO WEAR TODAY BUT TO GOD BE THE GLORY HE BLESS ME ABUNDANTLY
9000,neg,oh god online Shock horror
9001,neg,gotta love im waking home minute dang pray im jumpy
9002,pos,word ima summer move back lol
9003,pos,Went see Priscilla Ahn last night amazing bands actually
9004,pos,ohhs lovely I glad great time
9005,neutral,White House This thing lifesaver
9006,pos,lol well fbi IS one schooled art djing I teen I call Jedi Master
9007,pos,Choir banquet I could ever dreamed I happy Now party Lauren
9008,pos,Morning First tea day record voiceover documentary modern druid Good times
9009,pos,thanks changing lately I like layout 33
9010,neg,go instant message SO TIRED airmatras broken somewhere im even pain
9011,neg,I hate place
9012,neutral,My copy shipped Friday shows today I tune
9013,neutral,keep trying get cant
9014,neutral,I ca believe Monday already A week Vancouver already gone good weekend
9015,neg,I want lose wisdom teeth make wise I soon without trace wisdom
9016,neg,damn always miss
9017,neutral,I want fake
9018,pos,Two week extension contract I ready done
9019,neutral,Disneyland blast yesterday back work
9020,pos,hahahaha nice gave bio cos ink hell hello chem
9021,neg,I noo I today I guess I work catching instead It would take long get
9022,neg,Very cute I think I make MakerFaire sadly
9023,neg,Took shift tomorrow I really feel like working right
9024,neg,Work MAD blocking sites No fun blocking facebook twitter youtube
9025,neutral,I get another pack geography test I correct weekend
9026,neg,It illegal date
9027,pos,Thanks everyone twittering Still newbie friends would like invite please help girl
9028,neutral,Please let know allright DE need know first wake little enjoy cofee ex
9029,neutral,I really hope
9030,neutral,humph I order bootleg pharms gas phone dont I wanted Office Depot
9031,pos,I Sky Harbor Friday How
9032,neg,Summer Yet I read 6 books 6 LONG books
9033,neutral,We watch wait tomorrow I take anyone needs take everyone else cheeks ears red hair
9034,pos,Happy Mother Day
9035,neg,Not feeling good
9036,neutral,Why Facebook buds
9037,pos,Its raining cats dogs Mysore Thankfully pigs swines
9038,neutral,Just got refused bottle morgan tesco despite saying helen could verify age shocking Just left shopping
9039,neg,I need plugs real ears want stretch I money
9040,pos,We need simple reminder
9041,neg,tired ive walked 6 05 kilometres today
9042,neg,Twitter wo let update online My update box wo work
9043,neg,DEMI YOU WERE SO PRETTY WITH YOU RE BANGS AND EVERYTHING YOU LOOK TOO GROWN UP IN THIS PICTURE liked bangs
9044,pos,Soak hot water boiling mins pull right
9045,pos,online shopping fantastic
9046,pos,Very tired Dinner good churro good
9047,neutral,yesh potato guy online hes live
9048,neg,I wanted beta test saw thread results announced
9049,neutral,Gross haha like tiniest piece ever taste like ate whole onion eww
9050,neg,Are night owl Always time Enjoy scifi show
9051,neg,today last day high school things today last time pure CRAZINESS
9052,pos,Yay I finally made sales gallery Really helps artists
9053,pos,Artwork single woo woo
9054,pos,Oooh dream husband lol happy I saw Stranthorpe map today thought thought dear Shea lol
9055,neg,I wish I time But back airport already
9056,pos,Very happy landed safely I miss already
9057,neutral,New Forum Thread First Typhoon Season Is NOT headed Okinawa Made look
9058,neg,fever headache far worse bad enough light sound make want 2 cry new wretched neck pain im calling job 2
9059,pos,Loving sun today even thought I revising Not good day though Kates aft shit day bless
9060,neg,Bit dumps today Such awful day Maybe good time write song Y
9061,neg,dedicated song vow sold
9062,neg,What I sheesh
9063,pos,Bom dia frito que del cia Good luck first day Ju
9064,neg,ca believe missed breast
9065,neg,didnt get hug today
9066,pos,know im inlove actually
9067,neg,join club dougie cold
9068,neg,Too much details But glad better
9069,neg,Please help get song head
9070,pos,Reading book instead revising Thinking lunch Heart rate 56 bum case wanted know
9071,neutral,Firmly embedded Hampstead constituency
9072,neg,Have guys heard flu going around Swine Flu Hope guys safe There deaths already skeptical
9073,neg,I didnt get tweet
9074,pos,going Cincinnati day Sunday visiting old friend brother Korea date someone special
9075,neutral,Should gone bed ages ago damn tedtalks Gotta get early
9076,pos,I fucking love fucking internet
9077,pos,sleep night peeps
9078,neg,Ugh Waiting Interminable
9079,neg,Starving And Alyssa mom would bring subway
9080,pos,god day ex
9081,pos,What doin Tell tell
9082,neg,What would know packing You making poor Lauren
9083,neutral,I never close falling asleep standing looking forward pushing faders tomorrow AM
9084,neutral,Really wishes spare cash buy new Punch Out Wii
9085,pos,Not going Suffolk tomorrow However I planning picnic Mall friends Neil Jodi
9086,neg,900 cheque cash tomorrow I get bank I idea Feel safe get 500D though woo
9087,pos,Gonna run gym get workout really kin big pile mulch arrives around 8 I excited mulch
9088,neutral,happened installing office Mac badmicrosoft
9089,pos,Sittin home hell's yeah Got girl boys 2 mangy cats good time life Goodnight twitter
9090,neutral,I finally roll time stop Is weird love
9091,pos,Absolutely Just good backup room December
9092,neg,Sorry tummy hurts deathbyhistory got tattoo like half hour ago
9093,neutral,Last night best one far I think Except see throw equipment car
9094,neutral,Y I GOTTA TALKIN BOUT clubbing Y CANT I TALKIN BOUT THE MOVIES DINNER OR JUST HANGIN OUT
9095,neg,oh know budgeting
9096,pos,Stack deck patron sprite ice baby said I whatever I like Right
9097,pos,I I hope takes good long recover
9098,neutral,sleepover nobody stops camera hand
9099,pos,delicious pav bhaji finely chopped onion little dash lemon Yummy
9100,neg,Just awoke completely freaked frantic frenzy It going long night
9101,neg,Changed hairstyle good supposed I think worked much money hate hairdresser sad
9102,pos,OK Happy Star Wars Day everyone As say May ith
9103,neg,I hate new dew commercial one giant mosquito scares grosses time
9104,pos,Happy Star Wars Day everyone May ith
9105,pos,aww sweetie hope mom wonderful mother day
9106,pos,car illusion Kool
9107,neutral,ive totally got donation link gonna double donation week wink
9108,neutral,Gonna celebrate Mothers Day family gonna start partying tonite
9109,neutral,damn hot weather freezing Oz moment I miss summer
9110,neg,We bask misery together
9111,neutral,sexy add I ca locate handle whatever reason
9112,neg,My acid reflux acting probably worst months I think I getting sleep tonight
9113,neg,ivealwayswantedtosay Sorry wife also mooning lovely lady dare deserve
9114,pos,haha tripped I talking Harvard I read aussie automatically came idiot
9115,neutral,going shibuya meet mom get contact lenses shinjuku
9116,pos,good cup cake
9117,neutral,thank bow u wondering check Fuel brand
9118,neg,everyone abandoning office I still 5 hours go
9119,pos,I must viewed picture saturday morning milling times
9120,neutral,Will miss nostalgia everyone please kick usher
9121,pos,My long lost friend
9122,neutral,Hi I uploaded 5 completely new Chinese Lessons wow youtube com ChineseLearn Please feel free watch enjoy
9123,pos,New Twitter coolness conversations neighbors thunderstorm
9124,pos,know feel empty lolly cheesy true skeptical
9125,pos,Looks like go see jeffrey star adderall I told dad hate music said could go alone
9126,neg,yea looking like may show I haunt able get art sci obligations
9127,neutral,35 ilycecily 3
9128,pos,I know quit brokeback mountain
9129,neg,installed new modem meant run 5 times faster old one slower hell gah slow internet kills
9130,pos,know place Action
9131,neutral,eww exams next week dont think ah
9132,pos,nice work buying coda dude It great app Unfortunately I bought full usd jealous
9133,neg,Gettin ready head back Chi wanna leave Indy fu
9134,neg,Headed home Charlie vet
9135,neutral,Made seamless connection Toro Toro Quebec Two
9136,pos,Yay Good way end night
9137,neutral,cheers baptism link
9138,pos,Wishing Mothers Happy Mother Day
9139,pos,birthday happy birthday
9140,neg,going 2 bed gonna loong day tomorrow sun shining inside working like hot dog makes sandwiches
9141,neg,Sun making happy happy Shame work tonight
9142,neg,link work work
9143,neutral,NOPE It years since happened like
9144,neg,Really missing hockey already Off night Naperville Ca wait day tomorrow I work Sunday
9145,pos,Moms everywhere stop get good night sleep tomorrow childrens turn pamper enjoy day
9146,neg,It annoying I want go see The Sats concert I know I Have pay
9147,neg,Wah fav whattaburger location closing Damn Good thing I moving Damn Mon fri wo
9148,neg,DID YOU GO good center parts else went ex
9149,neg,I mean someone hit dog car It laying
9150,neg,Up Showered Struggling drive get door I gloomy I miss sway
9151,pos,HAppy Mother Day Mom lady coolest I love u
9152,pos,got back cheesecake factory boy oh boy guts stuffed
9153,neg,Noo You ca
9154,neutral,think choco diet worse cuz every time ur hungry ur allowed eat tiny piece chocolate disgust
9155,neg,I heard lot programs like go large chain learning centers sorry
9156,pos,yeah Ryland amazing happy BUT I DIDN GET A HUG OFF HIM book Suarez seemed bit tbe I think woken
9157,neutral,haha yeah meant mall winks back
9158,neutral,At pub dog seems misplaced friend drinks
9159,pos,Keep suggestions coming I love classics
9160,pos,men movie pretty good Kinda predictable points good action sequences
9161,neg,Wish someone would comm mama lens Needs money
9162,pos,watching new season eleven
9163,neutral,goin casa milan club house
9164,pos,I saw tweet minutes going lunch Decided skip today Thanks saving money Speedy recovery
9165,neg,need people talk please im bored follow
9166,pos,Right Justin channel 10 weeks newborn wow justin rubber 20
9167,neutral,Fun times friends beer pic
9168,neg,I game bad leaving HI
9169,neutral,1 Tiffany already ten minutes late 2 Reading Flowers Attic 3 Late breakfast Starbucks 4 Listening Waking Vegas
9170,neutral,Could let twitter alone
9171,neutral,omg mine omg gross I sorry I TOTALLY forgot JUST
9172,neg,Thank follow Looking forward tweets
9173,neutral,So internal alarm clock wake 630am I another hour external alarm goes I wide awake tho
9174,neutral,Do hide smiles
9175,pos,The Beach phenomenal day
9176,neutral,get cat stop killin rabbits another headless baby rabbit garden dis morn live close field wher lots rabbits live
9177,pos,true poetic beautiful
9178,pos,sent twitter invite poet friends hoping come poetic would love 2 see poets poets
9179,neg,I never know whether include Just straight white men right I wanna part problem
9180,neg,239K Flop A 9 4 players check Turn 9 I check call 200 bet River brick I check call trip 9 kick He shows
9181,neg,Why could let know sooner I ca call work short notice oh well next time
9182,neg,OH THAT GOOD My top 4 The Haunted House Sound one Bakery Inside Ralphie body I FORGET
9183,neg,twitterfails fucking hard right annoying
9184,pos,Great weekend even though site moved Plenty things learn Keeping faith looking future
9185,neg,Well completely lame I sorry dude
9186,neg,Getting ready week Its nice today stuck inside working
9187,neutral,psyching next days oh
9188,pos,madman way nice outside working
9189,pos,Working home Wifi reaching garden
9190,pos,oh wow I work Sunday I Monday still town
9191,neutral,airport didnt show tonight homo
9192,neutral,Its funny I want something even someone else cant anymore hahaha NEXT
9193,pos,I know maan gonna say thing We would become omelettes others would become chapattis
9194,neg,Now I depressed watching think dance
9195,pos,Nina High Hanging ninth Taylor day theyre AWESOME getting go home tomorrow see MOM Nina Low NADA
9196,pos,Bet plays Medium play easy huh iPhone Fun Game
9197,pos,yep three things good haircut ability listen value taking seriously
9198,neg,Bummer going try make commitments I afraid got way Next time hopefully
9199,neg,im cold still cant find hoodie
9200,neg,thoughts Vicki MOM hit deer Stage 3 rough
9201,neutral,work work work
9202,pos,Back home funeral wife grandfather today Now time homework
9203,pos,I love puppy
9204,neg,The sun wonderful makes feel incredibly fat The less clothes e playful sure thing today I diet Again
9205,pos,Really fucking loved
9206,pos,picky happy precise might find interesting talk
9207,pos,I think I would good radio I like awesome music I great personality wink
9208,neutral,deck building buddy missing action
9209,neutral,I moved half balcony anymore Have got great mini herb garden window sill though
9210,pos,So Why matter I bet would GREAT I It love right Why go
9211,neg,feeling well today ugh cant I go home
9212,neg,I recieved mail month life boring
9213,pos,Love You look fabulous nice learn something new
9214,pos,I feeling able get anything want long green
9215,neg,It raining I outside without umbrella
9216,neg,Fixing opento theme little
9217,neutral,know want come keep company whilst mum friends night nice evening
9218,pos,Watching Fashion Show bravo I know show existed Ha ha Craving steak pancakes mashed potatoes ugh
9219,neutral,I love daddy I want go house today
9220,pos,liking new background pic
9221,pos,prove I still good taste dance dance dance dance radio
9222,pos,wow really pretty talented lady impressed
9223,neg,The thing I hate Playoff Pens hockey much tickets I wanted go game 300 ticket
9224,neutral,Ten bucks says I know going I think let know boulder still beach
9225,neutral,Have seen girl I feel bad
9226,pos,I know would successful And starting You would great coming years Good luck
9227,pos,Ah working great You could eat much ice cream I never eat much ice cream life
9228,neutral,Wave looks interesting If going live lives connected might well easy right Google owns us
9229,pos,didnt think vid polish actually love nasty lol
9230,neg,I know effing embarrassing Eff lives
9231,neg,ugh tummy ache
9232,pos,glad break twitter virginity two
9233,pos,See may 16
9234,neg,I need play inFamous Where free Blockbuster rental coupon need one I miss Coke Reward
9235,neg,Sounds like terrific service I sorry hear mom
9236,pos,yahya ian joking
9237,neg,Man daddy left work I never see lot I miss daddy sad
9238,neutral,This Twittername hosted TwitterFridge Email us want us open Fridge Check wow twitterfridge com
9239,neutral,I saw facebook live chat answer question next time
9240,neg,What happened warm I commence pouting returns READYSETGO
9241,neg,I church bout od smoothie might melted I come back
9242,pos,I want call would cost much But Maybe parents say okay happy
9243,neutral,Found garage sale 1 50
9244,neg,Where u miss I hope well sending big hugs
9245,pos,HA finally found someone I know happy summer Kaylee bad I dont get kick next anymore
9246,neutral,Gettin home hangin Herman
9247,pos,Happy Mothers day MI mothers Thanks whatever
9248,neg,looking window depressing beautiful I
9249,neg,Off guitar I almost said swim Phew
9250,neg,watched prison break special sad ending
9251,neutral,Bright Eyes Contentment
9252,pos,bit work bit fun
9253,neg,I kno I behind times one I learned Troy bag Dixon died back dec ith 2008 RIP Troy
9254,pos,waves back Have good day
9255,neg,People people noo Id never guessed idiot im grouchy
9256,neutral,No big Trying save cash next month vacation
9257,neg,Internet fast And slow Where fast connection go
9258,neg,I want lie tomorrow Wo getting one though
9259,neg,well slacking earned least everything else A happy next school year A Esh
9260,neutral,Sites republish blog feed often end higher blog Google search results
9261,neutral,im stats I bored tired
9262,neg,I whiny right I annoying need get rest tonight Movie Night kid sitting
9263,neg,cat fell bed lao bless got fright ex
9264,pos,Goodnight thanks jailbreaking iPod stacie 3
9265,neutral,I going till Wednesday
9266,pos,hi twitter people
9267,neg,Trying get swimmer ear go away
9268,neutral,marisa mauro go use banana dildo truly people arseholes
9269,neutral,sunburn starting peel
9270,neg,ii im ipod cant fall asleep
9271,neg,Well thats Exam failed bac gone
9272,neg,That link working reason
9273,neg,You never write back babe feelings hurt
9274,neutral,I never win raffles But I raffle Dulce Culture Crawl What I win A tie pocketsquare No 700 handbag
9275,pos,back nice hot shower wishing brent older brother
9276,neutral,HI MEG Life climb view great
9277,pos,I got raise praise Great way start Monday
9278,pos,I care Eurovision And yes 50 jury based vote year eurovision2009
9279,neg,Down seems like never gonna stop I never get want
9280,neutral,Rocket surgery hey HAHA I thought rocket SCIENCE Oh I knew I swear Thank
9281,neg,Gah facebook Pro getting frickin hot sitting table nothing
9282,neutral,Today going long day
9283,neutral,I guess cant request song though
9284,neutral,Lol Its NOT
9285,neg,Has head cold
9286,neg,Damm I get pic name ad glasses
9287,neutral,New orleans since katrina
9288,pos,cant wait prom prom party friday
9289,pos,standing open hands know ca alone hold hold baby hold geez
9290,pos,LOOPJAZZ less ez
9291,neg,3 hours sleep last night wants crawl ball somewhere sleep 5 hours At work till six
9292,neutral,last night I recall invited
9293,pos,I got work I take whole day great boss
9294,pos,BIG HUG FOR YOU
9295,pos,happy mother day mummy love xo
9296,neutral,bone along outside ur feet caterpillar crawl sides 4 spine relief reflexology works
9297,neg,mesh sorry hear That going make travel Michigan fun
9298,pos,Hopefully wo discover soap opera tweets
9299,neg,aww awful Makes sad
9300,neg,two one told
9301,neg,cant sleep ugh registration tomorrow 11 sums Shooting Star
9302,neg,makes see people replying people followers would never reply back
9303,pos,5 hours late never managed sleep properly think david tweeting back earlier reason haha
9304,neg,I know I ever wanted know extinction frogs
9305,neutral,punkrockchick25 Haha saw commercial You wouldnt kill
9306,neg,aww im ooh tired today dont feel good dont wanna go work wah yeah im goin work mins til closing
9307,neutral,I trying dang hardest watch movie I finish book
9308,neg,In work early frustrating work I get frustrated work Not much time design today
9309,pos,Whew first night day summer sad But I Jess grad party go tonight
9310,neutral,I ca pets appartment I really want rat yet
9311,neg,ca study exam tom
9312,neg,something need sometime
9313,pos,super frustrated taking one I love I love Paul
9314,pos,playing old school playground still except lame ass got rid tire swing
9315,pos,Aww thank asking people follow
9316,pos,She could spend rest night room At least ONE could happy glass wine surlytween
9317,pos,tip figure one
9318,pos,Oh I guess I officially big nerd I heard movie great even like Trek I
9319,neg,Been beautiful day today love sunshine missing man though away weekend xbox
9320,pos,Figured twitter phone
9321,pos,way full love mum
9322,pos,manera Bread potato chips best 715 morning
9323,neg,I got back London discover still tickets
9324,neutral,1 800 one friends deserve free hug
9325,neg,sorry All codes I posted site
9326,neutral,I going visit sister today grumpy I chill home family visit tomorrow
9327,neutral,Just lunch Jason Deli stepped dog poo
9328,pos,noticed yesterday actually really happy started
9329,neg,got FOXY new brew buddy kitchen gonna smell
9330,neg,hope day gets better soon
9331,pos,feel really blessed super awesome best friends
9332,pos,Going see grandad today 3
9333,pos,celebrating engaged 1 year handsome
9334,neutral,waking somewhat go canucks
9335,neutral,Missed hello kitty enough time oh well
9336,neutral,endless set list long grueling almost also sent gordo cell cuz longer communicating internet 140
9337,neutral,yea gonna make tea later need get naan bread go lol
9338,pos,Thanks End going Makino Chaya
9339,pos,Lol triplet Haha I glad morgan got bag even ride ride
9340,neg,malaya KA CHRISTIAN BLEH I HATE U
9341,neg,I sleeping soo good woke like 10 mins ago got sick feeling great I wanna go back sleep I wide awake
9342,pos,I think haha geez lady 3 hours ago Go bed Lack sleep bad skin
9343,neg,Damn I Burned My legs
9344,pos,biq gone well Weather stayed good right bonus Just bed training morning 06 happy 0 work
9345,neg,dont even talk 2 huge mistake shoulda listened 2 kno disappointed
9346,pos,So I got went outside planted flowers watched lee evans Who knew bank holidays fun
9347,neg,gutted miss one night try 2 leave early lol friends visiting tired haha
9348,pos,Its awsome know know know
9349,neg,feeling like shit hope swine flu something
9350,pos,lol good morning Ran 4 milles hit gym Have great day
9351,neg,lost luggage Sorry hear check selection travel luggage
9352,neutral,My cucumber gone limp
9353,neutral,Taking care yucky stuff
9354,neutral,Needless say I stay find cache 90
9355,neutral,u try taco mac cheese pizza I craving right BUT good food makes sick
9356,pos,want alexis level back screen every thursday night
9357,neutral,one usual 2
9358,pos,lazy sunday I love lazy days
9359,neg,well movie night spoilt fracked disk happiness gone time sleep
9360,neutral,Cleaning room listening britney
9361,neutral,I started packing
9362,neg,graduation next sunday im going miss class
9363,neutral,Right folks really must go babysit nephew morning Another early start No Twilight time Nare mind nightfall
9364,neg,You know FAT someone points ugh aweful day I feel like breaking
9365,pos,Sounds great I looking forward
9366,neutral,Trying best share lovely head cold
9367,neg,I sad really really sad
9368,pos,Wonderful Let know think Not light reading
9369,neutral,Ugh going town I never rest wants go tylers knows get back exhausted
9370,neg,doesnt look good go burn lampoons
9371,neg,Got report card back I 88 average went 82 I kick notch
9372,pos,hard please methinks picture head fine
9373,pos,hey never bothered
9374,neutral,bah reception comps aint working BUT sun got hat hip hip horny
9375,neutral,wif pic showing
9376,neg,Getting cleaning tues getting tooth pulled thus Then gotta schedule bridge might need root canal ugh
9377,pos,hong kong great crazy English names A friend works miss chewbacca leung
9378,neutral,Came house morning stink cat poo I cats business little bit garden
9379,neg,I think want come back guys read des
9380,neutral,Yea road warrior workaholic lifestyle
9381,neg,I need sit insides hurt ugh
9382,neg,Unfortunately us looks like NO funny people twitter Should move facebook start flitter
9383,pos,You I hope still resting I want stressed
9384,neg,I wish I
9385,neg,farrier pipe assignment due next week english homework
9386,neutral,Strong winds More rains I ready embrace darkness accompanies even drizzle Such pessimist
9387,neutral,Just got back first session gym I sore allready
9388,neg,I never liked boy terms
9389,pos,yes fu ah miss
9390,neg,I hate midgets Had dream I fightin 1 Boston Market turnbull He kept head bunting
9391,pos,There go apparently I properly setting daytime Twitter response Need test
9392,neg,Oh poor thing So sorry babe
9393,neg,promised eat crisps im starving theres nothing else quick eat
9394,pos,oh yeah I know We met I taking trash haha
9395,pos,hankies bow part scotland live I never got visit UK I lived Europe
9396,neg,eyes streaming HATE hayfever bad even tablets working
9397,pos,snowboard finally come congrats che warren
9398,pos,heavy girl havent tweeted u week hope well
9399,neg,maybe take drinking feel massive hangover still today
9400,pos,Jared wearing green shirt SPARKLY EYES YEE I hear asylum highly disorganized hang
9401,neg,I tried registering website No go I get error 4 browsers firebox chrome ie safari
9402,neg,Never I banned Court Order
9403,neg,lOL 518 year born lol
9404,neutral,sometimes spam leaks message board
9405,neutral,ok thanks like new pic
9406,neutral,I got chased male chihuahua looked like pregnant today He black
9407,pos,watch yet seems like cool movie anyway happy watching rate u go watched yea
9408,neg,going memorial guy grade died
9409,pos,I WISH YOU WERE GOING TOO still coming nicole preform Ca wait preform
9410,neutral,aww skeptical ok I need huge shopping trip joshstore get also joshmobile put
9411,neg,Bad day Work TOO stressful involved minor accident everything ok far Have cut immediately
9412,neutral,He good lad wore Phil known 22 years seems like 5 minutes haha You ok Hayley
9413,neutral,help represent high profile actors film theatre careers get free tix Jersey Boys
9414,neg,models I missed party must forgive please feel bad
9415,pos,Lol She fine way How weekend
9416,neg,I think wireless router dieing
9417,pos,take mum jewellery shopping coffee mothers day
9418,pos,This much better tool I come across Twitter Karma Steroids
9419,neg,like matter much fun need hug bowl ramen comfy blanket soon get home
9420,pos,I received mothers day card lovely daughter wishing happy mothers day
9421,pos,Please pass happy mothers day july Have fun girls
9422,neutral,yeah work today never mind one day sun sun sun
9423,neg,left inn im school dang straight dead hannah
9424,neutral,Y still awoke 5 12
9425,neg,I though clothes AW0910 Collection 9 designers together visual arts
9426,neg,interview leave alone
9427,pos,Do hate left one slice bread left bag Half sandwich
9428,pos,Feeling like Romeo Juliet Bryant Wallinwood Montagues Capulets fu
9429,pos,came back karaoke eating dinner emily soo much fun
9430,neutral,Picture Day 3 YO preschoolers Light blue striped button khakis Wonder color I pick 3 hours
9431,neutral,Of back heads
9432,neg,I could remember different cords meant I lost half leaving graduation anyway
9433,neg,Michelle I slept 11 hours last night I still stick fever
9434,pos,cute really really want meet wish one day
9435,neg,Oh god terrible
9436,neutral,Morning new profile pic
9437,neg,Feel hurt car gonna watch funny movie someone talk
9438,neg,I really thinking staying till tomorrow I back Philly unite I wanna stay bad
9439,pos,frenchy corndog looks delish I WANT Welcome back Seattle
9440,neg,aww sorry May LORD give strength rest today
9441,neg,yaah mosh caref facebook
9442,neutral,Welcome back Japan
9443,neutral,Ok album start After listening Frank Black years I found used play Pixies
9444,neg,Very I ill attempting remember lots nothing going
9445,neg,woke dont want go work 4
9446,neg,My nose stud fell I ca find Looks like I head Amsterdam today get new one
9447,pos,You dope mom Love Now stop drinking mom juice stop twittering get rest
9448,neg,I dreading hearing even worse news tonight
9449,neutral,I want grape juice
9450,neutral,wow must tired fell asleep exactly start 10pm news
9451,pos,Wow might countering benadryl enthusiasm
9452,pos,oo thanks danger radio link loves test go
9453,pos,I thoroughly enjoying new ringtone
9454,neg,Oh today friend goes USA I going miss much great time darling
9455,neg,hellsing tom night dad birthday wish could see day though
9456,neg,Bruno argh cant wait
9457,pos,listening mar watching chocolate hehe awesome
9458,neg,The Catch Me If You Can I rented Blockbuster com yesterday cracked Figured 35 minutes movie
9459,neg,dont leave us whats six
9460,neutral,I hungry right heels kill I hardly walk
9461,neutral,I ca believe fast week gone
9462,neg,WIDE awake scoffed 3 4 pizza feel like sumo weak day Run tomorrow
9463,pos,cool baby going go I July
9464,neg,I wish I dallas kiddnation family
9465,pos,ok Love girls work beckons Will come back later two
9466,neutral,What kind coach would I I read tweets Still waiting non dried afro picture
9467,neutral,I Best Buy Target still electric Red album I loosing hope never even heard girls
9468,neutral,back work distractions
9469,neutral,Going one last cig head bed Night Tweeters
9470,neutral,Is George still mending car
9471,neg,little melted thing looks like incestuous product two lovelies
9472,neutral,morning eating morningstar farms veggie bacon strawberry strudel later work today get dog tick juice ugh
9473,pos,spending night mom Tommy ordered Pizza Hut yum
9474,pos,Tired hell long ass weekend far chillin wit mi madre moro
9475,pos,Looking forward orange juice fried eggs cinnamon rolls tomorrow morning
9476,neg,I need scott right
9477,neg,Hate break every heart confirmation jus came Austin Sophia NOT never twitter another sad day
9478,pos,At fridays With favorite people ever We made reservation 20 like 50 people haha
9479,neutral,Wife kids made San Antonio almost Corpus Praying safety rest way Guess I watch game alone
9480,pos,Go bubble bath Always relaxing
9481,neg,A friend uses Logic I must admit I like I Mac
9482,neutral,watching role models absolutely hilarious
9483,neg,My throat fire
9484,neg,Aw headed cancelled trip Aussie
9485,neutral,seperate Yum Together gross sounding
9486,neutral,San Francisco traffic lights hate
9487,neg,yes I Because going marines protect serve leaving
9488,neg,Fell stairs dancing sword fell bum hurts
9489,neg,Going engagement party tommorrow night mine NOT Stepping soapbox
9490,pos,morning beautiful day best go enjoy sunshine go work unfortunately
9491,pos,NICE I want I get pirated I MISS YOU
9492,neg,Left Up due focus projection Hopefully complaints theater management get fixed everyone else still
9493,neg,Kills see online able say hello
9494,neutral,I also want ith miss girlies much WE GET TO BE ROOMIES AGAIN
9495,neg,Sounds good This patch brought
9496,pos,lol woow okay big deal
9497,neutral,ok I 88 followers like minute ago
9498,pos,pa days best days
9499,neg,gawd People still remember preggers comment Hate
9500,pos,less A rocket moon going warped
9501,neg,It 10 30pm Friday night I going bed How pathetic
9502,pos,butterfly fly away miley ray oh happy mothers day 3 love u mami
9503,neg,Jealousy makes u different person I freakin hate way gotta suck I guess
9504,pos,good luck I doubt hilarious really hoping see dressed kind foam food item go
9505,neg,Bloody servers work least 3 hours Want go home
9506,pos,That nice hear love best friend sister hug u
9507,pos,oh La Roux band right An English electropop synth duo band cool
9508,neg,realy boo0o0o0o00oring book side studying sure
9509,neutral,yahoo maps lots desire yahoo
9510,neg,dis damn usb charger good nothin gotta find verizon store one dead since last nite
9511,neg,3 hours oh Is shorts weather know I usual hanging window neighbours
9512,neg,omg taylor selena broke soo sad aw think actually like selena poor gal
9513,pos,compliment taken Thanks Key
9514,neutral,working way must maze video e playful sorts
9515,neutral,Someone hardcoded 650mb brain back
