,sentiment,content
1607,worry,Going see Angels Demons tonight It better scare
1608,love,hey Chelsea Is Your Arm hurting vaccines today lovely
1609,happiness,Great long weekend far Going run Judo tonight Then Blue Water Retail Therapy
1610,relief,great awesome crying cuz wanted bad
1611,sadness,wants go see street dreams playing anywhere near
1612,worry,puft dont guts YOU TELL HIM say fundraiser like puft
1613,neutral,Thanks Tu Vi ban oh oh con oh qu
1614,sadness,I loved johnny carson I going hate seeing jay leno go
1615,happiness,Ideas galore Rock Opera win Yes tweets Kayleigh I writing rock opera For info email us CoatAndKay hotmail com
1616,sadness,I SORRY haha rachel look much like
1617,worry,Time ritualistic Friday night depression
1618,love,In news like band Lydia easy going melancholy yet cheery songs It good listening
1619,happiness,Im glad make simone smile
1620,neutral,Just got nudged Diane
1621,happiness,well even breakdown better acts unfortunately Britain got little talent
1622,worry,I would advise watching cinema I sure effects worth Unless monster home
1623,happiness,always make chatty night
1624,sadness,I wish I laying sand listening waves crash shore
1625,worry,I ruined lunch eating half bag cheddar popcorn I feel sick
1626,love,would still rather shoes instead bed work 10 9 tommorow love cold weather
1627,worry,Another one taken 3 MET U see I real sleeping disorder
1628,surprise,Oh yea I think open yet They took Ben Jerry I loved place
1629,neutral,got back home disappointing report card
1630,surprise,requesting gaan live life fail notice live quote By mutha
1631,sadness,Just lost respect someone
1632,worry,Somebody please save polar bears
1633,neutral,damn Eric anyone else need hair played
1634,neutral,Pissed bluetooth headset battery lasted cell battery go moto
1635,surprise,noo way dude I I 4 e means net country
1636,enthusiasm,Have good day I checking Hugh today Also lookout best cassoulet recipe ever tasted
1637,neutral,brad Olympic village watching Season 1 30 rack adult hood
1638,love,met hes live goes clubbing places lol dont get twitter
1639,sadness,Everythings Soo Messed Up Life Sucks
1640,love,Today Mother birthday Happy Birthday I love She angel helped much time life
1641,neutral,geneva picture isnt showing dont think im right
1642,relief,I warm chocolate I happy
1643,love,Writing Music Lit final paper Mozart Eine kleine nashtmusik Mom giving hand I actually GREAT time
1644,love,Sorta like new sleep schedule The nights quiet I get creative even time ahah My anti drug
1645,worry,ooh too weird
1646,worry,know lots comments return really busy get round guys sorry
1647,surprise,Tell What obvious real life makes great entertainment It great try figure killer
1648,happiness,mother WON City Terrell Texas District 2 City Council Seat A lol HAPPY MOTHERS DAY
1649,surprise,And girls come And boyfriend forgets I
1650,neutral,And find today first kiss
1651,worry,late I already bus goin home u talkin drinkin tea
1652,worry,hey going looking forward weekend sadly im workin sat sun
1653,happiness,laptop laptop taking soo long load arms myspace page
1654,worry,ah man blew amp shredding
1655,surprise,couple days sheerest Wish I Have something Cafe Claude
1656,neutral,aww darkness cant wait see picture lime green elements woo't
1657,love,absolutly love kill bill vol 1 I think lucy liu soo gorgeous
1658,sadness,want somebody hold Alma tear tear
1659,happiness,Your Body Tom navy Voodoo Child Rogue Traders They 04 05 Good memories songs
1660,worry,Been invited join group Second Life called Ballistic Autistics Cute name
1661,happiness,look soo pretty love dang I wish I NY I could u ur thang
1662,sadness,Oh darn Lost another follower
1663,neutral,Wow spam really everything covered Mine almost penis enlargement stuff
1664,sadness,sir woulda put honey
1665,worry,need sweets drank cyber
1666,happiness,woohoo went get movies junk food womens night hahaha
1667,neutral,Guess I shallow
1668,worry,Since demise Woolworths easy find reasonably priced pick mix anywhere
1669,relief,last weekday nothing school starts next week
1670,neutral,I many things missed tweeting
1671,relief,ooh Milan could holiday boyf Geneva today visiting fam ive got weekend
1672,happiness,thankyou ur night
1673,worry,TweetDeck acting really strange Hum reinstall maybe Update horizon Or another Adobe memory leak
1674,neutral,Aha Ok I might see yano
1675,neutral,Happy Star Wars Day May ith read wink
1676,worry,2 commentary I sad sad
1677,worry,Yea looks like sorry abt gettin touch hectic
1678,neutral,tuna noodles thing smashed potato cakes winks says hi
1679,worry,Hi Heather I dont know I saw messages April Have twitter friendly
1680,love,Hey babe follow love u da show
1681,fun,I love little brothers friends come
1682,fun,interesting think im way club
1683,worry,Not feeling comfortable today
1684,neutral,Work work work Finally sick though
1685,sadness,worst day ever told im chav
1686,relief,Working newsletter I say I got writer block atm take deep breath get girl
1687,hate,Anyone wear Victoria Secret must submit pictures rest us cannot My secrets must stay secret
1688,happiness,Maddie starts working WATCH OUT WORLD
1689,happiness,nice colouring page nobody buying anti twittering words YOU LOVE IT
1690,love,Taylor Swift I think pretty makes heart melt everytime I see face
1691,relief,fun day theatre glad back town
1692,neutral,WHAT DO YOU WANT FROM ME I awake
1693,happiness,Like Simpsons That like asking like breathing
1694,sadness,Had pliers blow face today My mistake killed wrong breaker Wires connected pliers boom Big chunk gone
1695,enthusiasm,Adventures jamie beth
1696,worry,waiting wake hazing sad
1697,worry,My beautiful lil cousin going prom today SAD I ca I know shes gonna look BEAUTIFUL always
1698,worry,I watched online last 8 episodes
1699,happiness,PEN JAM CLEARED CLICK
1700,hate,would wish severe migraine would stop doc prescriptions arent working
1701,worry,I sure tweet business Why simple things difficult
1702,sadness,chloe drinking away sorrows dreamers SO got
1703,neutral,Youtube outside US ca see
1704,love,Farewell dinner kimmy Last time see
1705,worry,sorry bebe okey ada one chance
1706,neutral,Hey I crop Photoshop play around composition What looks better large etc
1707,anger,stuck stupid jeune flag Wish I Windy fishing
1708,happiness,Staying home work linoleum block carving project due tomorrow There probably pictures
1709,neutral,Sam may I ask odd question What might fave animal
1710,happiness,Thank proving point
1711,worry,hannah montana set im missing tennessee ALOT today
1712,happiness,curled couch like question mark mind like jell ah tis joy woman
1713,hate,U know I care wolverine movie I men fanatic That joint sucked
1714,happiness,Little one cast taking beating It starting show wear tear less week She active
1715,enthusiasm,What matter We ALL love Take pick HA
1716,sadness,ah software downloaded ca get install file work
1717,sadness,I lost favorite pen good thing I back happy
1718,happiness,I really happy drunk really happy
1719,enthusiasm,I ca go grocery store empty stomach That trouble I wanna see ur show sure ill get let u kno
1720,happiness,surprising momma bear
1721,sadness,Well I tell I marry like Maybe I stuck situations like I
1722,neutral,How long Frisbee Golfer accidentally catches one back head friend
1723,relief,Ah yes track also compilation Kenny Rogers
1724,happiness,Followed great Super Mazembe One favorites around
1725,neutral,training today hard tall hard But I feels good Sunday race day Its raining lost mud
1726,neutral,anyone got fee account add
1727,happiness,defiantly watching I work streaming leave
1728,neutral,rain plain cloudy know
1729,love,fun walking home xo
1730,worry,early I afraid op take screw week Tuesday The family going I looking fir Guinness wink
1731,worry,Realizing I school today tomorrow next months I really need get job applications
1732,hate,awhile ago freaking hot wet turn
1733,sadness,watching chicago honey im I miss hey arnold wild thornberrys
1734,enthusiasm,oh god It famous Amanda woman person thingy HUGS ALL AROUND
1735,neutral,heard true max shot 1828x1556 blown 4096 still nice big screen
1736,happiness,Just got hours ago So yet
1737,happiness,good looking cal ca wait see kind kids
1738,neutral,frenchies day frenchies day frenchies day frenchies day frenchies day frenchies day frenchies day frenchies day frenchies day
1739,love,lapis na ko ragout lapis na fated love hehe
1740,enthusiasm,playful studio created Open Season google look downstairs feeling lazy
1741,love,I heart girls Let hang soon
1742,happiness,HAHA I LOVE THE WAY U PUT IT He lifts feet ground spins us around makes us crazier
1743,neutral,Hulu Desktop No Linux version atleast Mac version
1744,fun,Can dig sucka Booker Former WWE Wrestler
1745,anger,talking obsession right
1746,worry,I feel like flurry mom But I wo get one coz I need look good I go States 7 weeks 2 go ahah
1747,sadness,copies art real imaginary hav my cookie
1748,happiness,oh great hope blast wink
1749,worry,I wanna leave period cry
1750,happiness,back later today got plenty gold willing help need anything
1751,neutral,Tired beyond reason I would rather anything else tired
1752,happiness,nothing home jump shower streets calling mee 4 tonight tell
1753,worry,feeling giddy wanna go home
1754,happiness,Thank advice I work Im work
1755,worry,I confused weather really gonna sunny really gonna rain
1756,happiness,yes youtube may ith made feel 100x better hilarious
1757,love,Just potted geraniums talked grandkids well Maddie Jack outside playing I sure miss em
1758,worry,OH back U GAVE ME POLICE THATS SOME serious SHIT
1759,worry,going school 2 get spanish cos signee haha Then guess plans studying day
1760,worry,But produce next Starsailor record
1761,happiness,sounds great right It ridiculously hot house
1762,sadness,Not eating funnel cake Mag Fest I
1763,neutral,nothing bout 2 go 2 work
1764,sadness,Work work Me kind orc
1765,anger,Packing I like
1766,happiness,biggest headache right washed hair wif mum shampoo gross like shampoo way better
1767,worry,ashley tisdale mean cuz shes berlin ith june gonna wanna start cryin right skeptical ashley pick
1768,sadness,Trending Topics Twitter used useful Now like middle schoolers passing around notes cause class boring
1769,sadness,You soo lucky My fiance away Marine Corps even seen yet
1770,worry,Am trying get pilot first season friday night lights Oh gosh Pass tissue
1771,surprise,ur I lol
1772,worry,traumatizing moment childhood dogs massacred baby bunnies brother got gun
1773,neutral,ok soo anyone following melee laughing loud ugh I lazy followers wont even help
1774,neutral,He makeup YEARS long Tyra stole away us
1775,neutral,I laundry tonight Guess I admit paved way
1776,happiness,Finally eating unagi I saving udon happy AGH I realized band playing Bear Garden today one I like
1777,happiness,starting video editing first spanking movie Mina added next update
1778,fun,lol well im gonna totter sister trashed room coz let need go cut guitar strings
1779,worry,hey everything going please reply back sometimes think hate never reply back
1780,boredom,What wrong Phil I shamefully loved show I able watch
1781,sadness,Looks like another night office lol
1782,relief,lol I tell Monday lol
1783,happiness,I painted nails metallic blue I really sure looks pretty weird color I think cool
1784,empty,wee internet back home
1785,surprise,Omg I never got message I notice I looking back ways Sorry good idea though lol
1786,neutral,seems needs followers
1787,sadness,enjoying great sunshine indoors I feel good today
1788,surprise,Lots confusions I work place
1789,sadness,omg maddie holy dead Gutted loved Nadine lexington really wanted Maddie Clifford get together
1790,fun,good working tea time later working tonight
1791,happiness,Jana laughed I told anniversary tweet
1792,surprise,George Shaw apparently wrote 200 words day Sure practice works comes nature
1793,sadness,Bad day got worse
1794,worry,sure I make adderall
1795,worry,I 3 U miss U team already
1796,love,So twitter journey well okay
1797,happiness,brad face saw gift priceless thne Nat
1798,hate,Wishing I could kidnap work
1799,surprise,mothers day love madre chess tonight cant wait see present
1800,neutral,hahaha I know anyone anything except powers lol I live bubble
1801,sadness,In school With Victoria Bryan happy school soon said
1802,love,ticket show though right No good solo traveler Vegas
1803,happiness,Amazing The concert city everything It really awesome trip
1804,neutral,Tryin figure direct message gettin frustrated
1805,happiness,Missing husband nice wake parents house The dogs ecstatic
1806,neutral,I absolutely jealous hell Brenda
1807,relief,Starting new week wink Going GYM today wink Hi everyone
1808,worry,homeless next couple hours No one blame
1809,worry,Sad david leaving totoro week
1810,surprise,oh ok I guess next time
1811,hate,So freaking tired I want sleep pattern normal
1812,neutral,Off work church
1813,sadness,freaking tired It like body refuses move
1814,love,good luck It bad curved grading u might end surprised
1815,neutral,emily tonight happy work e playful erence Jen I going miss seeing like everyday
1816,love,ah say nicest things
1817,relief,coming hospital today
1818,worry,I lost fight Tweefight I lost Please revenge Try
1819,sadness,Oh I sorry You lots fun though great time
1820,love,I love video You inspiration Leslie ca wait new album still rocking debut
1821,neutral,playing new phone think I got figured
1822,hate,And city I love Tucson miserable
1823,love,Aww You two cutest And gods I LOVE hair
1824,sadness,im really sorry know wallah u feel life shitt
1825,neutral,wish u could rub head
1826,love,I dedicated today Mothers Day videos without Moms Dads would tweeting
1827,worry,Wow definitely Friday gym completely empty What I like play wii I guess I vacuum
1828,neutral,Hehe I zig Should probably go Also Mike moved orilla arsenal available
1829,boredom,longest flight EVER particularly unpleasant uncomfortable really really long
1830,love,woke 16 hour sleep happy mother day
1831,happiness,less came amsterdam april best night ever
1832,sadness,I problem adult shirts It annoying since lot adult player shirts come kid sizes
1833,neutral,still like coldplay said one fav cos one fav bands
1834,fun,Mahalo great show aloha makin kauri enjoyed Safe trip
1835,worry,Cool I one cluttering friend I know play
1836,relief,I good girl ALL work done
1837,love,morning blessed day
1838,sadness,Also I really missing Sami thought I would throw one
1839,love,amazing alice made Thank everything I face character
1840,neutral,Here cupcakes I made
1841,neutral,Haha This In bedroom
1842,sadness,Sad But True I SHouldnt Right
1843,love,talking BABE amazing
1844,neutral,posting first tweet
1845,worry,I wish I could buy blink 182 resale tickets I totally money right Guess I wait general admission
1846,neutral,Listening Legally Blonde musical soundtrack Lamenting going anymore Perhaps I buy nosebleed seat go alone
1847,happiness,Played Friendly go today Bulgaria Def offensively still working timing Israel Sun Gotta cut 2 players
1848,neutral,remind Was supposed 2 meet Homie 2 4 show Ack So kill please damn thang
1849,worry,girl phone brand new might add keep switching others saying
1850,sadness,deg tech room major downside lot heat help hot outside 2
1851,fun,hell yeah missed u last nite lol u like opinion
1852,sadness,I offered Fred loan I moniieess
1853,sadness,Gotta show Monday 9 hopefully head better
1854,worry,I conflicted I really like Mike I still feelings Darrin It really complicated I know
1855,worry,Ill bed stomach killing
1856,worry,bow hey pal lol gif Hopefully ur day gra Mine aight Feeling like kinda sux I got plans 4 wind
1857,relief,Lucky I face south I hear see reflected Phillips Point
1858,worry,got hurt helping grandad cut hedge swear spiders disgust eugh ex
1859,neutral,going offline bubble twit
1860,sadness,wishes people would stubborn sometimes
1861,worry,Head pounding Well really pounding like tapping I suppose Homework time
1862,love,Buenas noches Hope I dream either heaven music dolphins sea Sweet dreams
1863,relief,yeah THANK GOD instant message HOME sued kicked church
1864,love,You following Ellen Oprah I honored
1865,worry,sitting library eyes half closed cause havent slept coz exams
1866,love,oh shopping lovely gift delightful mother
1867,love,Why think people say save drama fo yo mama I sure even yo mama would wanna listen ur drama Ode mother day
1868,fun,I love much make smile time special cant u I get scared try
1869,love,new album truly genius happy
1870,happiness,Naw 15 mins bug tanks would stop spawning 15 mins I glad I get keep
1871,relief,ah A clean house finally nice
1872,sadness,err people suck I cry animals die nature shows These people sick No hunting endangered species
1873,neutral,I think I like Phoebe mom friends Stop movie sad part
1874,sadness,You got singing Falling Love Only I changing week day Saturday Does quite fit
1875,neutral,You ca make ny I huh
1876,love,please dont change anything site I love always love even please pretty please
1877,worry,On plane yosemite Forgot laptop home
1878,neutral,300 updates actually 13 527 lol
1879,happiness,wow five years Congrats
1880,worry,I thought I going see pic clean car
1881,fun,probs happy yeah im still sick school today lol feel really crap thats im dancing lol thanks
1882,surprise,mean going 2 bed earlier Mondays
1883,neutral,thers many peole tweeting tonight well suppose friday evry normal person partying im skint
1884,love,song suggestion anything veronica first album secret life would good choice
1885,surprise,What But Nurburgring good
1886,relief,finally day starts 2 nice maybe nice ending wink
1887,happiness,ending te funniest see wink know paranoid always stuck head Love
1888,worry,Scrubs tonight 8 00pm woo
1889,happiness,Just got Back Gym Wanna chat new people Lets talk haha
1890,neutral,lol emmett wont dance
1891,happiness,I yet even get play year soon I hope
1892,worry,lol thanks scary wear though
1893,boredom,sitting chevy dealership utah waiting van fixed
1894,happiness,saw whole lot stuff Africa Joy Casterbridge Farm White River Mpumalanga quite thrilled see ur stuff
1895,happiness,My near daily exercise starting show results
1896,sadness,really missing daughters Haiti Wishing could go back
1897,surprise,NO WAY know singing thats without doubt fave done idol thus far EEP fangirl moment
1898,worry,weird thinking may totally changed crappy mood happiness miss much
1899,worry,I smashed pinky julia car door Fuck life
1900,fun,read another ecology book two hours good fun today
1901,worry,I ca believe tour almost
1902,neutral,I rather early run I morning runner
1903,surprise,If living bridge need GOATS If gets bad come stay fit
1904,boredom,Just got home BEA kinda boring 2 year hung GREAT authors co workers
1905,fun,yeah twitter lot fun babe especially got pal talk lol sounds ooh lol
1906,neutral,Going work soon
1907,happiness,Sir Everything Will Be Great instar Allah
1908,surprise,Wow Why tell That cool though I yet see one
1909,happiness,Anthony pretty wicked
1910,neutral,oh goddam I coughed little bit taco
1911,love,Yay eat proper food
1912,happiness,aww hope use hada good day ex
1913,enthusiasm,Ca wait next twitter
1914,neutral,Making iMovie college
1915,happiness,phone keeps beeping thanks alan seen
1916,relief,Having cup tea
1917,worry,3 tweets happy fags tweekdeckk hates cry
1918,worry,All done No internship
1919,sadness,What worse fever sore throat Cancelling trip see little bro fever sore throat
1920,neutral,thats thinking time gonna 1
1921,love,Indeed Have nice week
1922,happiness,miracle using twitter fun Tweet
1923,worry,I ca go sleep tech support emails back
1924,worry,chewed Starbucks Subway gift card Christmas time I got big trouble I allowed near purse
1925,neutral,Sry I missed calls I fell asleep boredom Colorado Sunrise enjoyable though I actually could hear happy
1926,happiness,ooh nice score jojo
1927,hate,argh I like ebay I got outbid last second
1928,happiness,Thanks I gonna make joke say look like mine
1929,worry,sad pay 60
1930,hate,hate history coursework soo much
1931,relief,Crap nearly forgot PIN I try learn anything new future lest push vital information
1932,neutral,No himl converter Think going cause took 5 min get working
1933,happiness,laughed much today picture lauren chest hurts
1934,happiness,I read online article mentioned meh I happy stuck guys try get rid
1935,surprise,At point I gonna left Tommy He prize
1936,hate,hates money roll payday
1937,relief,Slowly getting ready work
1938,neutral,finally allowed go
1939,neutral,This month bad month try get advert together kobol Quarterly
1940,surprise,wow glad liked concert mean could like concert
1941,worry,finished Wander Girl nah time Hilda galleries truly kindred soul
1942,worry,kinda housemates bit frantic I appeared every fork hiding room need revise
1943,worry,blame goose gotcha feelin loose blame tron gotcha zone michelle fault lol
1944,happiness,spending time mommy later today
1945,love,monday running fast
1946,sadness,I trying think
1947,sadness,like bangs I want hair back
1948,love,laughing loud Yeah well applies grocery store
1949,surprise,aww NOO Venus Will redemption come doubles
1950,happiness,I love finding regional groups twitters Glad I could connect new people
1951,sadness,watched catch aw felt sorry holly
1952,sadness,I watching 28 Weeks Later Not good Days
1953,surprise,gap year going quick
1954,fun,morning Warner soon lots go school work hope everyone great day
1955,worry,oh god regards ur nephew I sorry ur loss
1956,neutral,I follow u lol
1957,surprise,beach watching men Origins drinking orange juice pulp
1958,happiness,noo Twitterberry working Good morning everyone
1959,worry,got bruise foot nowhere hurts
1960,neutral,I going send photo ca following
1961,happiness,So great see Oin Cynthia So happy Dinner great cute little place Too bad Oin got sick afterwards
1962,happiness,We got guy chat lol
1963,surprise,ha right I know right
1964,neutral,hope u alright final
1965,fun,good luck Do well My best wishes
1966,sadness,aww missed twitpic
1967,neutral,yeah im okay lots happening anyone special moment ex
1968,surprise,yo got blur tickets yesterday going est day whatabout u
1969,hate,modded 360 ca send back That Red Ring Death sucks It took weeks get mine back Microsoft
1970,love,love show I would totally go Time Bandit deadliestcatch tag skeptical ove ocean crab legs suspense
1971,happiness,yay get together soon something
1972,sadness,I wanted I sadly work today Normally I work Fridays either
1973,worry,whoa sack chasing whores soo character say bring back sweet Superman
1974,fun,On airport Philadelphia moment waiting plane leave hour Just six hours plane
1975,neutral,ahghgh freak life Classic Crime sold
1976,neutral,Hi Isla I hope
1977,happiness,Yeah He good erm entertainment
1978,relief,reminds need pick mask mow Thanks I prefer take meds addicted
1979,sadness,10 minutes never class Its kinda sad cause class fun
1980,love,less sweet see tough love real love
1981,happiness,Got beautiful flowers mag subscription Mother Day Spoilt 3
1982,worry,Tanya jealous I Mike new favorite It tried kiss weekend pictures follow 95sx com
1983,happiness,I going estonian woohoo
1984,happiness,thanks nice u I appreciate u
1985,enthusiasm,swearing ben say fudge
1986,neutral,I want followers
1987,neutral,dang NOW gotta bounce like 4 minutes chilling usual
1988,surprise,soft pub I moro I backlog people call work finish Doubt I
1989,fun,got home Tillie dance recital lol spectacular
1990,worry,new flat heads
1991,love,Home gallery opening Woodstock NY friend work display Much great cool interesting art seen
1992,neutral,Nah I got bare work 3 weeks left I bare behind
1993,boredom,We slowest train ever stops everywhere Missed quick train minutes
1994,relief,Is way home civilisation Got ipod bak cart wait home
1995,worry,trying hard worry peace despite circumstances wonders christians ones making hard
1996,sadness,Murray got broken
1997,worry,AARRGGHH huge spider towel pile cries glad forbear sorry mum cant bring rest
1998,love,came back nice bike ride family refreshed thanks shower
1999,worry,dried superglue thumb
2000,surprise,tee beefing u supposed leavin
2001,neutral,im sure okay ill save u know weiss mine
2002,surprise,What I serious
2003,worry,Batman Arkham Asylum I system play sadness
2004,worry,Today going relaxing like I hoped
2005,worry,ohhs makes sense happy need reread lot trilogy lost three books long time ago sad
2006,neutral,I wish I could go drive movie store I wanna alone
2007,happiness,Back office hectic week weekend awesome
2008,neutral,lumiere impressed cuddling
2009,love,really hopes car illness terminal
2010,fun,Hi I teach Chinese lessons youtube Feel free look wow youtube com ChineseLearn
2011,hate,dont wanna anymore couch jus sittin middle floor really HAVE finish
2012,sadness,Sad thing I wanted work years dream job Was crushed I saw crappy Still bitter
2013,relief,ahah sneaky clean fresh Even though wearing dirty clothes I love Two Half Men amazing
2014,worry,I nacho chips cheese
2015,neutral,I ca find camera
2016,neutral,I agree I get I
2017,neutral,Morning beverly youre like breath fresh air switzerland good day
2018,surprise,aw got orthodontist today
2019,fun,This feeling inside Oh sends sky high
2020,sadness,Hurt finger work
2021,sadness,ready weekend sad I office tomorrow morning
2022,worry,I half awake comm theory section wash I want bed
2023,neutral,I gotta go cousin grad party
2024,neutral,yo woke groggy walked office Is sleeping lap
2025,fun,hey mia totally adore music ad
2026,sadness,Fun idea But saw clothing would really look slouchy would buy Think People buying dream
2027,neutral,I tried 2 vote 4 u day I could figure 2 help Lol
2028,sadness,FJGKFL disgust suh WHY AM I NOT AT HOMETOWN DAYS WITH MY FRIENDS
2029,worry,three hours hair STILL wo straight
2030,love,blinks fast better Lol thanks kiss
2031,love,Good see hear well Andy
2032,worry,argh ca keep TwitterBones peeps
2033,neutral,ah already list
2034,worry,arm ouch sucks You need crutches What happened I hope get feel better soonest
2035,happiness,see u Next Saturday With
2036,love,yeah haha may ith
2037,worry,anything sell album poor thing
2038,neutral,Hi Simon let know done
2039,fun,WHOA Twilight board game hahaha
2040,happiness,4 following band What kind genre play Nice meet
2041,empty,Not foun playful thing I looking
2042,worry,disgust But making people unhappy I dun like unhappiness
2043,worry,You know I ashamed I watch single episode new good hand season I kept falling asleep I gave
2044,neutral,Or For The Ride Home
2045,love,crazy love shoot cover 4 song awesome better original well least think
2046,fun,finished color drawing come
2047,love,saw lovely skinny jeans today 3 charity shop little bit tight thighs ahah annoying
2048,sadness,within I Annies grad ceremony count becoz sustain I dna care mention soo sad
2049,worry,Thanks They cute Havent home many years havent seen person
2050,neutral,I bought FOUR ties
2051,worry,serious problems concentrating press release afternoon sleepy eyes right
2052,happiness,enjoying cup chicken soup
2053,neutral,Instant Internet Marketing EMPIRE BONUS recoup investment 24 hours less
2054,neutral,cheers defo give call
2055,worry,It interesting VS2003 generates setup script uninstall
2056,love,loves canucks 3
2057,worry,guess depends want jury
2058,neutral,I suggest pta alerts PTA generally stands Parent Teacher Association US might confuse sweeps
2059,happiness,holy smokes star trek freaking awesome
2060,hate,The Bucket List bad film choice evening I may need therapy
2061,neutral,yes please gone might actually get work done lol
2062,happiness,big shout home girls know
2063,worry,look like crap right im fucking moody Shooting Star
2064,worry,Really Wish could see dave missing already
2065,sadness,absolutely gutted going bad tonight guys fun got home need head downtown go heat
2066,happiness,another great workout I feelin kind funny
2067,love,Very cute Do miss puppy school Now time
2068,neutral,thanks try behave
2069,sadness,disappointed didnt win glasses
2070,sadness,Im sad missed Family Reunion
2071,neutral,Long night ahead
2072,sadness,I dead bored also dead poor Student life piss take
2073,surprise,Not worry noone got one Next question starts 1 minute get thinking caps
2074,surprise,poetic great going keep coming
2075,love,We picked Boston Legal season 5 enjoying No matter offensive Denny I love Denny Crane He riot
2076,neutral,Listening Black Eyed Peas
2077,sadness,I going without SKYPE haha
2078,love,That ok I accept slave role Your wish command hahaha
2079,neutral,Now I remembered password
2080,worry,Going buffalo wild wings meet best friends I seen forever Too bad I ca eat food
2081,neutral,My day cool lil twisted I wo spam twitter like I last week tho
2082,worry,Watched The Notebook last night wash good Cried eyes Maybe bit close home I think Go watch
2083,happiness,Good morning everyone Nice see today Hope wonderful funny day
2084,worry,Why tea pitcher things hard find I seen I found online Ugly
2085,neutral,Just updated sweetie open browser still broken
2086,love,Going woodland hills gna swim drink Makin best good day Yee
2087,worry,Gotta go doctor morning feel sick right barely talk still yelling across house lol
2088,worry,Good BUT supposed storm later
2089,worry,getting sat afternoon I think No costume yet womp womp
2090,worry,want go concert fob miss ca wait longer
2091,love,says Happy Mother Day
2092,love,I love see
2093,neutral,Do Just raspberry balsamic
2094,neutral,Happy Mother day beautiful mother May love shines world Thank mum
2095,worry,yawn Stayed late last night still gotta work get super early tomorrow
2096,neutral,Buried web changes Going make lunch I wo chance later Too much
2097,enthusiasm,MY gosh happy A NEW FOLLOWER hi wo rape lie happy
2098,happiness,happy superwoman day
2099,sadness,nourish limbs preventing go friday happy long time even fri
2100,surprise,Heard dad would going September Would also come
2101,worry,thinking getting new dads csi ca wait get laptop
2102,worry,Bummer bad e playful erence
2103,worry,I drunk hiccups I pretty laid back great night But I still ca help mad situation I put
2104,fun,one welcome new cyber criminal overlords
2105,empty,ah hate brush teeth hard make gums bleed
2106,worry,Dudes nothing doon friday
2107,worry,fact bad cook ships cooked neither chicken
2108,neutral,around reading bed
2109,worry,hugs thanks I know I going fix I ever going get account back
2110,hate,Oh insomnia I hate I bored staring ceiling cano go sleepnow please
2111,love,I still luv HAWKS I aint fair weather fan I ride die 4 mine
2112,worry,I understand fear I feel way many things You really need motivation overcome Mine guilt
2113,neutral,On way home tonight I saw newspaper headline Susan Boyle quits surely true
2114,love,Love thy self Keep simple Learn Tai Chi Those aims today Beat ankle less swollen I negotiation vacation
2115,neutral,Jamie Sean Cody angry sex Jamie Sean Cody I would piss one Hey Guys Do
2116,love,Ok getting pink stripey one subtle I bit bored floral print Ok
2117,fun,really noo I wish could go indonesia Lol Hopefully next summer
2118,love,happening neck definitely stiff neck neutral
2119,enthusiasm,one week till exam block
2120,surprise,I sorry deep breaths I started program called panicaway worked wonders
2121,sadness,tired summer already
2122,love,working today tomorrow dan party yay
2123,neutral,Tataindicom good tatas intel broadband better
2124,neutral,watching Because I Said So
2125,sadness,eek back work
2126,worry,The evidently smaller ones I keep looking I got keen thing though 7
2127,happiness,gonna go yoga ing jumbo cup coffee Thinking making happy
2128,sadness,official Twilight Saga ended sigh life empty
2129,happiness,looking forward mandarin album Hope come Singapore
2130,worry,PayPal hates It refuses let verify account
2131,neutral,Si seguisses als stormtroopers Jabba The Hut Death Star te hairies entreat bans que jo
2132,happiness,currently munching baby carrots nom nom nom nom
2133,worry,saddest thing seen
2134,worry,Waiting waiting waiting difficult impatient lass like
2135,worry,Poor Lil Man fever I ca wait go home hold little man
2136,worry,go TWITS Headed clean new Apartment But kinda sad cuz I dreamed last night
2137,fun,lol going place called frosties soft play centre knackers lol get peace gym lol
2138,neutral,continue keep sitting crossed legs
2139,neutral,actually I meant motorbike Not much touring I commute possible 90 min roundtrip kinda like touring
2140,surprise,oh yes I rented one thought roomy But hubby wont go help congrats new baby
2141,fun,Weekend skeptical Hope great weekend
2142,neutral,Gosh travel quick beam Gottfried
2143,surprise,talented man fitting wish I closer see
2144,sadness,I ca comment directly someone I alone
2145,empty,And downhill Labor Day
2146,worry,I need buy iPhone It good app Only works WI FI though
2147,sadness,im watching home wishing could get chicken shish delivered go enough pennies
2148,empty,knee killing im bed
2149,love,She I ever think
2150,neutral,ca see results whyareyoustillhere
2151,neutral,SharonSmiles Would appear note self change perfume What I get tarot cards
2152,love,I love boyfriends loves mac cheese even took work
2153,love,We looked apartments weekend Found one like Hubby going today try rent one apartments Crossing Fingers
2154,worry,understand anything said
2155,relief,also hi top reeks cause
2156,fun,ur mug awesome luv new single xoxo
2157,happiness,I violent nightclub like sex dream involving heavily tattooed ladies I wanna wake lol
2158,worry,I think I killed 6 mo old bromeliad need new pet plant
2159,worry,sad big brother 4 days This means constant live tripe e scrubs fall asleep Not happy
2160,happiness,Todays day switzerland house closing begin 11 get start moving 3 new place
2161,hate,French meant taught asians
2162,love,Now I like started Personal feels started movie better men
2163,happiness,go say hi
2164,surprise,Ah I thought management fiat fiat Oh well And Shripriya Shri one must shorten
2165,surprise,Making birthday song special person
